,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set
356,Gizmo and Peony,6,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Small,Female,"Friendly, Affectionate, Gentle, Playful, Smart, Curious, Funny, Athletic, lap cat, snugly, cuddly, sweet, loving",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,287.0,Lincoln Terrace Park Cats,thirty_days
357,Simone,0,0,Young,Domestic Medium Hair,Tabby (Buff / Tan / Fawn),Medium,Female,"Independent, Gentle, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Medium,86.0,Lincoln Terrace Park Cats,thirty_days
358,Tiffany,5,1,Adult,Domestic Short Hair,Tortoiseshell,Large,Female,"affectionate, sweet, shy, playful, silly, loving, social",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,292.0,Lincoln Terrace Park Cats,thirty_days
359,Mike,3,1,Adult,Domestic Short Hair Mix,Black,Large,Male,"gentle, sweet, quiet",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,266.0,Neighborhood Cats Inc.,thirty_days
360,Obi Wan,2,0,Adult,Domestic Short Hair,Orange / Red,Medium,Male,"playful, active, chatty",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,252.0,Neighborhood Cats Inc.,thirty_days
361,Miggy and Mia,0,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Small,Female,,Yes,Vaccinations up to date.,,,,Short,108.0,Neighborhood Cats Inc.,thirty_days
362,Rocco,0,0,Adult,Domestic Short Hair,Orange / Red,Medium,Male,,Yes,"Spayed / neutered, special needs. Rocco is FIV positive, that doesn't mean he cannot live a long healthy life, he can live with non FIV cats as well.",,,,,84.0,Neighborhood Cats Inc.,thirty_days
363,Victoria,2,0,Adult,Domestic Short Hair,Tabby (Gray / Blue / Silver),Medium,Female,,Yes,Spayed / neutered.,"Other cats, children.",,,Short,193.0,Neighborhood Cats Inc.,thirty_days
364,Sabrina,0,0,Adult,Domestic Short Hair,Black,Medium,Female,,Yes,Spayed / neutered.,"Other cats, children.",,,,177.0,Neighborhood Cats Inc.,thirty_days
365,Rusty,3,0,Adult,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Female,"lap cat, purr machine",Yes,"Vaccinations up to date, spayed / neutered.",,,Children.,Short,280.0,Neighborhood Cats Inc.,thirty_days
366,Vasily,4,1,Young,Domestic Short Hair & Tabby Mix,Tabby (Brown / Chocolate),Medium,Male,"sociable, cuddly, affectionate, gentle",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,240.0,Neighborhood Cats Inc.,thirty_days
367,Mystery,2,0,Adult,Domestic Short Hair,Gray & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs, children.",Short,19.0,Bayonne Feral Cat Foundation,thirty_days
368,Luna,0,0,Young,Domestic Short Hair Mix,White,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,92.0,Hurricane Pets Rescue Inc.,thirty_days
369,KOBE,6,0,Adult,Domestic Short Hair & British Shorthair Mix,Orange & White,Extra Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Dogs.,,"Other cats, other animals. Kobe is a bit dominant with other cats. He does get along with dogs.",Short,205.0,"Timber's Legacy, Inc.",thirty_days
370,avalache,4,0,Adult,Domestic Short Hair,White,Small,Male,,Yes,"Spayed / neutered, special needs. on Prozac for anxiety, may be other cat related.",,,"Other cats, dogs.",,168.0,Puppy Kitty NY City,thirty_days
371,Chloe,2,0,Young,Tortoiseshell & Domestic Short Hair Mix,,Small,Female,,Yes,Spayed / neutered.,"Other cats, dogs.",,,,94.0,Puppy Kitty NY City,thirty_days
372,carol,6,0,Young,Domestic Short Hair,Black & White / Tuxedo,Small,Female,,Yes,Spayed / neutered.,Other cats.,,Dogs.,,171.0,Puppy Kitty NY City,thirty_days
373,Abigail,6,0,Senior,Tuxedo,,Small,Female,,Yes,"Spayed / neutered, declawed.",,,Dogs.,,182.0,Puppy Kitty NY City,thirty_days
374,Nori,4,0,Adult,Domestic Short Hair,,Medium,Female,,Yes,"Vaccinations up to date, special needs.",Dogs.,,,,22.0,Lawns to Laps Cat Rescue,thirty_days
375,Lady,5,0,Adult,Domestic Medium Hair,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered, special needs.",Other cats.,$125.00,"Dogs, children.",,22.0,Lawns to Laps Cat Rescue,thirty_days
376,Pairs of kittens!,6,0,Kitten,Domestic Short Hair,Black,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,$350.00,,Short,118.0,Kitten Nuggets,thirty_days
377,Ricardo,0,0,Adult,Domestic Short Hair,Orange & White,Medium,Male,"playful, clumbsy, handsome, active, charming, smart, Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Brave, Curious, Independent, Funny, Dignified, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered, special needs.","Dogs, other animals. Friendly Dogs and other cats with more submissive personalities.",$100.00,,Short,133.0,"Inky Blue Sea Companion Animal Rescue,…",thirty_days
378,Pepsi,0,0,Adult,Domestic Short Hair,Tabby (Tiger Striped),Extra Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Dogs.,,Other cats.,,,Manhattan Valley Cat Rescue,thirty_days
379,Cleo and Caspar,2,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,53.0,Manhattan Valley Cat Rescue,thirty_days
380,Sassy,2,0,Young,Tortoiseshell,,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Medium,85.0,Manhattan Valley Cat Rescue,thirty_days
381,Patches,0,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,66.0,Manhattan Valley Cat Rescue,thirty_days
382,Baby Nives,4,0,Kitten,Tabby,Tabby (Brown / Chocolate),Medium,Female,"Friendly, Affectionate, Playful, Athletic, initially shy",Yes,"Vaccinations up to date, special needs.","Other cats, dogs, children.",$150.00,,Short,98.0,NYC Teens for Animals,thirty_days
383,Leroy & Lincoln,0,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,113.0,Anarchy Animal Rescue,thirty_days
384,Mason & Dixie,3,0,Kitten,Tuxedo & Domestic Short Hair Mix,Black & White / Tuxedo,Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,,188.0,Anarchy Animal Rescue,thirty_days
385,Dixie & Mason,3,0,Kitten,Dilute Tortoiseshell & Domestic Short Hair Mix,Gray / Blue / Silver,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,,176.0,Anarchy Animal Rescue,thirty_days
386,Ron,4,0,Adult,Domestic Short Hair,Tabby (Gray / Blue / Silver),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,130.0,Bobbi & the Strays,thirty_days
387,Gumball,4,0,Young,Domestic Long Hair,Black,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Long,140.0,Bobbi & the Strays,thirty_days
388,Mustachio,4,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,Yes,,"Other cats, dogs.",,,Short,119.0,Bobbi & the Strays,thirty_days
389,Connor,3,0,Young,Domestic Short Hair,Tabby (Gray / Blue / Silver),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,,Short,101.0,Bobbi & the Strays,thirty_days
390,Cookie and Oreo,4,0,Adult,Domestic Short Hair,Black,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,140.0,Bobbi & the Strays,thirty_days
391,Cheech and Chung,5,1,Adult,Domestic Short Hair,Tabby (Orange / Red),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Medium,126.0,Bobbi & the Strays,thirty_days
392,Eponine,6,0,Young,Domestic Short Hair,Gray / Blue / Silver,Small,Female,"sweet, playful, curious, loves other cats",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$175.00,,Short,137.0,NYC Animal Rescue Girls (NYCARG),thirty_days
393,Brooklyn,6,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"sweet, affectionate, loving, curious, playful, loves other cats",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$175.00,,Short,68.0,NYC Animal Rescue Girls (NYCARG),thirty_days
394,Minnie,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Female,"sweet, playful, curious, energetic",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$175.00,,Short,85.0,NYC Animal Rescue Girls (NYCARG),thirty_days
395,Bae,6,0,Kitten,Domestic Short Hair,Black,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,84.0,NYC Animal Rescue Girls (NYCARG),thirty_days
396,Little Girl,6,0,Kitten,Domestic Short Hair,Black,Small,Female,"loving, playful, sweet, affectionate, curious",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$175.00,,,99.0,NYC Animal Rescue Girls (NYCARG),thirty_days
397,Little Boy,6,0,Kitten,Domestic Short Hair,Black,Small,Male,"loving, sweet, affectionate, playful, curious",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$175.00,,Short,101.0,NYC Animal Rescue Girls (NYCARG),thirty_days
398,Bruno,6,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Large,Male,"loving, affectionate, happy, sweet, good natured",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$165.00,,Short,118.0,NYC Animal Rescue Girls (NYCARG),thirty_days
399,Kiki,6,0,Kitten,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Small,Female,"playful, active, sweet, loving, loves other cats",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$175.00,,Short,59.0,NYC Animal Rescue Girls (NYCARG),thirty_days
400,Mimi,6,0,Young,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Medium,Female,"playful, sweet, loving, good natured",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$175.00,,Short,59.0,NYC Animal Rescue Girls (NYCARG),thirty_days
401,Mo,6,0,Young,Domestic Short Hair,Gray & White,Medium,Male,"sweet, playful, loves other cats, good natured, shy",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$165.00,,Short,102.0,NYC Animal Rescue Girls (NYCARG),thirty_days
402,Sammie,6,0,Young,Tuxedo & Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,"playful, sweet, loving, shy, loves other cats",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,Short,89.0,NYC Animal Rescue Girls (NYCARG),thirty_days
403,Kat,5,0,Young,Domestic Short Hair & Tabby Mix,Tabby (Gray / Blue / Silver),Medium,Female,"Sweet, good natured, well behaved, loves other cats, shy",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,Short,89.0,NYC Animal Rescue Girls (NYCARG),thirty_days
404,Venti,2,0,Adult,Domestic Medium Hair Mix,,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Smart, Brave",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,,85.0,Angels for Animals Network,thirty_days
405,Kira,2,0,Adult,Domestic Medium Hair Mix,,Large,Female,Gentle,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,,,75.0,Angels for Animals Network,thirty_days
406,Tiger,2,0,Adult,Domestic Medium Hair Mix,,Large,Male,"Friendly, Affectionate, Loyal",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,,74.0,Angels for Animals Network,thirty_days
407,Monroe,5,0,Young,Domestic Medium Hair Mix,,Medium,Male,"Friendly, Sweet",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$150.00,,,83.0,Angels for Animals Network,thirty_days
408,Crystal,2,0,Adult,Domestic Medium Hair Mix,,Medium,Female,Snuggler,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,,64.0,Angels for Animals Network,thirty_days
409,FeeBee,2,0,Adult,Domestic Long Hair Mix,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,,69.0,Angels for Animals Network,thirty_days
410,Sia,3,0,Adult,Domestic Long Hair Mix,,Medium,Female,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,61.0,Angels for Animals Network,thirty_days
411,Tiger,4,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Children.,,,,178.0,Angels for Animals Network,thirty_days
412,Buckwheat,3,0,Adult,Domestic Short Hair Mix,Black,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,157.0,Angels for Animals Network,thirty_days
413,Shadow,3,0,Adult,Domestic Short Hair Mix,Black,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,157.0,Angels for Animals Network,thirty_days
414,WILLOW,4,1,Adult,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$150.00,,,136.0,Cypress Feline Rescue,thirty_days
415,SOPHIE,4,1,Kitten,Domestic Short Hair & Tabby Mix,Tabby (Gray / Blue / Silver),Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Other cats, children.",$100.00,,,166.0,Cypress Feline Rescue,thirty_days
416,LINCOLN,5,1,Kitten,Domestic Short Hair & Tabby Mix,Tabby (Gray / Blue / Silver),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,Short,141.0,Cypress Feline Rescue,thirty_days
417,LIAM,5,1,Kitten,Domestic Short Hair,,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,Short,138.0,Cypress Feline Rescue,thirty_days
418,JACKSON,5,1,Kitten,Domestic Short Hair,Orange & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,,143.0,Cypress Feline Rescue,thirty_days
419,GIGI,3,1,Kitten,Domestic Short Hair & Calico Mix,Calico,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,,151.0,Cypress Feline Rescue,thirty_days
420,GINGER,5,1,Kitten,Domestic Short Hair & Calico Mix,Calico,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,,147.0,Cypress Feline Rescue,thirty_days
421,LICORICE,4,0,Young,Domestic Medium Hair & Tuxedo Mix,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$150.00,,,159.0,Cypress Feline Rescue,thirty_days
422,FRANKIE,4,0,Kitten,Domestic Short Hair,White,Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,,173.0,Cypress Feline Rescue,thirty_days
423,KAYLA,4,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,Short,154.0,Cypress Feline Rescue,thirty_days
424,GIMPY,5,1,Young,Domestic Medium Hair & Siamese Mix,Seal Point,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Children, other animals. Gimpy seems to growl at other cats near her so she may be better as an only cat.",$150.00,Other cats.,Short,190.0,Cypress Feline Rescue,thirty_days
425,ZARA,2,1,Kitten,Domestic Short Hair & Calico Mix,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,Short,175.0,Cypress Feline Rescue,thirty_days
426,Rapunzel,3,0,Adult,Domestic Medium Hair,Gray / Blue / Silver,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Medium,159.0,Happy Homes Animal Rescue,thirty_days
427,Sambosa,2,0,Adult,Scottish Fold,Cream Point,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,210.0,Happy Homes Animal Rescue,thirty_days
428,Tulip - Sweet Survivor!,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,218.0,Happy Homes Animal Rescue,thirty_days
429,White Fang,3,0,Adult,British Shorthair & Scottish Fold Mix,Gray / Blue / Silver,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs.",Short,216.0,Happy Homes Animal Rescue,thirty_days
430,Ghost - Bengal,2,0,Adult,Bengal & Siamese Mix,Cream / Ivory,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Dogs, children.",,Other cats.,Short,185.0,Happy Homes Animal Rescue,thirty_days
431,Hayley,5,0,Adult,Domestic Short Hair,Gray & White,Large,Female,"Loving, Sweet, Playful",Yes,"Vaccinations up to date, spayed / neutered, special needs. Tripod - back left leg had to be amputated. Doesn't affect her mobility at all.","Other cats, children.",,,Short,195.0,R and M Rockin' Rescues,thirty_days
